VEÍCULO;DATA;MOTORISTA IDENTIFICADO?;MATRÍCULA MOTORISTA;CULPADO?;LANÇADO NO GLOBUS?;MÊS DE LANÇAMENTO;GERENTE;DESCRIÇÃO DE AVARIA;TIPO DE AVARIA;CAUSA DE AVARIA;AÇÃO TOMADA;HORÁRIO;VALOR DA AVARIA;VALOR COBRADO
6099;07/04/2022;SIM;25863;SIM;SIM;MAIO;VASSIL;FRONTAL;;;;X;6723;3300
6261;07/04/2022;SIM;23750;SIM;NÃO;X;LUIZ;FRONTAL;;;;X;162,23;150
6016;06/04/2022;SIM;FREELANCE;SIM;NÃO;X;ROMULO;FRONTAL;;;;X;4306;0
6238;27/03/2022;SIM;25905;SIM;SIM;MAIO;ROMULO;FRONTAL;;;;X;290;200
6261;17/03/2022;SIM;25985;SIM;SIM;SETEMBRO;ROMULO;X;;;;X;200;200
6134;11/03/2022;SIM;25910;SIM;SIM;SETEMBRO;ROMULO;X;;;;X;1208;1208
6086;29/12/2023;SIM;26154;NÃO;-;-;MANUTENÇÃO;DIANTEIRO;;;;;400;0
6083;29/12/2023;NÃO;-;-;-;-;-;FRONTAL;;;;;4490,58;0
6029;27/12/2023;NÃO;-;-;-;-;-;DIANTEIRO LE;;;;;75;0
6063;27/12/2023;NÃO;-;-;-;-;-;DIANTEIRO LD;;;;;623,58;0
6148;26/12/2023;SIM;25423;SIM;NÃO;;IVOMAR;LATERAL LD;;;;;631;631
6096;25/12/2023;SIM;25926;SIM;NÃO;;LUIZ;PNEU;;;;;1156;1156
6079;22/12/2023;NÃO;-;-;-;-;-;DIANTEIRO;;;;;150;0
6146;21/12/2023;NÃO;-;-;-;-;-;LATERAL LE;;;;;935,4;0
6067;20/12/2023;SIM;23479;SIM;NÃO;;RINALDO;TRASEIRO LE;;;;;1135;1135
6086;19/12/2023;NÃO;-;-;-;-;-;LATERAL LD;;;;;200;0
6033;16/12/2023;NÃO;-;-;-;-;-;DIANTEIRO LD - LE;;;;;5662;0
6118;14/12/2023;SIM;26358;SIM;NÃO;;DENIS;LATERAL LE;;;;;200;200
6154;14/12/2023;NÃO;-;-;-;-;-;DIANTEIRO LD;;;;;302,81;0
6073;11/12/2023;NÃO;-;-;-;-;-;PNEU;;;;;3470;0
6097;09/12/2023;SIM;25997;SIM;NÃO;;RINALDO;DIANTEIRO LE;;;;;70;70
6127;07/12/2023;NÃO;-;-;-;-;-;DIANTEIRO;;;;;2839;0
6169;05/12/2023;NÃO;-;-;-;-;-;FRONTAL/LATERAL LD;;;;;3692;0
6039;05/12/2023;NÃO;-;-;-;-;-;LATERAL LD;;;;;622;0
6067;05/12/2023;NÃO;-;-;-;-;-;DIANTEIRO;;;;;80;0
6104;28/11/2023;;;;;;;TRASEIRO;;;;;1095;
6104;27/11/2023;SIM;18805;SIM;SIM;;RINALDO;DIANTEIRA;;;;;5990;5990
6199;24/11/2023;X;X;X;NÃO;X;X;PARTES INFERIORES;;;;X;150;0
6202;24/11/2023;;;;;;;TRASEIRO;;;;;20395,6;
6054;24/11/2023;;;;;;;LATERAL;;;;;130;
6057;24/11/2023;;;;;;;TRASEIRO;;;;;15623;
6154;24/11/2023;;;;;;;FRONTAL;;;;;150;
6039;18/11/2023;SIM;26225;SIM;NÃO;NOVEMBRO;VASSIL;DIANTEIRO;;;;X;70;70
6027;16/11/2023;SIM;25905;NÃO;NÃO;NOVEMBRO;RÔMULO;LATERAL;;;;X;1203,55;0
6209;13/11/2023;SIM;26102;NÃO;NÃO;X;RINALDO;LATERAL;;;;X;120;0
6119;13/11/2023;SIM;26261;SIM;NÃO;NOVEMBRO;VASSIL;LATERAL;;;;X;1756,24;1756,24
6014;13/11/2023;SIM;24723;SIM;NÃO;NOVEMBRO;RINALDO;DIANTEIRO;;;;X;269,48;269,48
6178;13/11/2023;;;;;;;TRASEIRO;;;;;1783,7;
6106;04/11/2023;X;X;X;NÃO;X;;;;;;X;75;0
6119;04/11/2023;SIM;26059;SIM;NÃO;NOVEMBRO;VASSIL;TRASEIRO;;;;X;130;130
6114;04/11/2023;X;X;X;NÃO;X;;;;;;X;70;0
6079;04/11/2023;SIM;26235;SIM;NÃO;NOVEMBRO;RINALDO;DIANTEIRO;;;;X;70;70
6054;04/11/2023;X;X;X;NÃO;X;;;;;;X;75;0
6127;31/10/2023;SIM;26238;NÃO;NÃO;X;VASSIL;FRONTAL;;;;X;150;0
6039;30/10/2023;X;X;NÃO;NÃO;X;X;DIANTEIRA;;;;X;70;0
6076;30/10/2023;X;X;NÃO;NÃO;X;X;MALEIRO;;;;X;70;0
6014;30/10/2023;SIM;24723;NÃO;NÃO;X;RINALDO;MALEIRO;;;;X;1442,49;0
6117;27/10/2023;X;X;NÃO;NÃO;X;X;FRONTAL;;;;X;2432,5;0
6149;25/10/2023;SIM;25628;SIM;NÃO;OUTUBRO;LUIZ;DIANTEIRA;;;;X;100;100
6279;18/10/2023;X;X;NÃO;NÃO;X;X;INFERIOR;;;;X;100;0
6129;16/10/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6096;16/10/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;668;0
6066;16/10/2023;SIM;26350;SIM;NÃO;OUTUBRO;RÔMULO;LATERAL;;;;X;100;100
6047;14/10/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6059;14/10/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6169;14/10/2023;X;X;NÃO;NÃO;X;X;FRONTAL;;;;X;2580;0
6208;12/10/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6149;10/10/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1380;0
6028;09/10/2023;SIM;23896;SIM;NÃO;OUTUBRO;RINALDO;SUPERIOR;;;;X;100;100
6066;09/10/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6048;08/10/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6078;06/10/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6037;05/10/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6039;05/10/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;669,91;0
6129;05/10/2023;SIM;25587;SIM;NÃO;OUTUBRO;ROMULO;LATERAL;;;;X;120;120
6085;04/10/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;430;0
6035;02/10/2023;X;X;X;NÃO;X;X;LATERAL INFERIOR;;;;X;80;0
6289;01/10/2023;SIM;25931;SIM;NÃO;OUTUBRO;ROMULO;DIANTEIRA;;;;X;2796;2796
6099;29/09/2023;X;X;NÃO;NÃO;X;X;INTERNA;;;;X;590,15;0
6169;28/09/2023;SIM;26256;SIM;SIM;OUTUBRO;VASSIL;LATERAL;;;;X;600;600
6057;25/09/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;150;0
6026;25/09/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6178;24/09/2023;SIM;26192;SIM;SIM;OUTUBRO;RINALDO;LATERAL;;;;X;70;70
6112;24/09/2023;SIM;26132;SIM;SIM;OUTUBRO;ROMULO;DIANTEIRA;;;;X;120;120
6147;23/09/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;0
6149;21/09/2023;X;X;X;NÃO;X;X;TRASEIRA;;;;X;100;0
6127;19/09/2023;X;X;NÃO;NÃO;X;X;DIANTEIRA;;;;X;180;0
6049;18/09/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;2925;0
6214;18/09/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;2565,8;0
6049;18/09/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;1560;0
6039;18/09/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;2600;0
6099;18/09/2023;SIM;25640;SIM;SIM;OUTUBRO;RINALDO;LATERAL;;;;X;918,78;918,18
6279;17/09/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6107;17/09/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;1245;0
6043;14/09/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;2765;0
6118;14/09/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;1350;0
6259;14/09/2023;X;X;NÃO;NÃO;X;X;LATERAL;;;;X;1983,2;0
6128;13/09/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;140;0
6119;12/09/2023;X;X;NÃO;NÃO;X;X;DIANTEIRA;;;;X;940;0
6188;11/09/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;110;0
6172;09/09/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;115;0
6199;05/09/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;125;0
6026;04/09/2023;SIM;18805;SIM;SIM;OUTUBRO;ROMULO;LATERAL;;;;X;555;555
6058;04/09/2023;X;X;X;NÃO;X;X;INTERNA;;;;X;80;0
6162;03/09/2023;X;X;NÃO;NÃO;X;X;DIANTEIRA;;;;X;232,5;0
6043;30/08/2023;X;X;X;NÃO;X;X;TRASEIRO;;;;X;991,44;0
6116;30/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;1435;0
6049;29/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;790;0
6169;29/08/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;3749;0
6147;29/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;780;0
6115;29/08/2023;X;X;X;NÃO;X;X;TRASEIRO;;;;X;117,5;0
6127;29/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;730;0
6065;28/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;1090;0
6043;27/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;135;0
6208;24/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;1365;0
6154;24/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;1095;0
6033;24/08/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;3768,5;0
6039;23/08/2023;X;X;NÃO;NÃO;X;X;DIANTEIRA;;;;X;1375,65;0
6179;23/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;1730,84;0
6132;22/08/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;1095;0
6139;21/08/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;790;0
6044;21/08/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;730;0
6042;18/08/2023;X;X;NÃO;NÃO;X;X;LATERAL;;;;X;886;0
6229;17/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;2856;0
6199;17/08/2023;X;X;NÃO;NÃO;X;X;DIANTEIRA;;;;X;120;0
6149;16/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;135;0
6249;16/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;2856;0
6125;16/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;1060;0
6219;16/08/2023;X;X;X;NÃO;X;X;DIANTEIRA;;;;X;1460;0
6229;16/08/2023;SIM;26258;SIM;NÃO;AGOSTO;LUÍS;TRASEIRO;;;;X;80;80
6053;14/08/2023;SIM;26130;SIM;NÃO;AGOSTO;RINALDO;DIANTEIRA;;;;X;72,5;72,5
6248;14/08/2023;X;X;NÃO;NÃO;X;X;DIANTEIRA;;;;X;2753,81;0
6079;14/08/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;2740;0
6088;14/08/2023;SIM;26321;SIM;NÃO;AGOSTO;VASSIL;DIANTEIRA;;;;X;65;65
6079;14/08/2023;SIM;26230;SIM;NÃO;AGOSTO;VASSIL;DIANTEIRA;;;;X;82,5;82,5
6109;13/08/2023;SIM;26005;SIM;NÃO;AGOSTO;VASSIL;DIANTEIRA;;;;X;75;75
6144;12/08/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;1060;0
6039;11/08/2023;SIM;25996;SIM;NÃO;AGOSTO;ROMULO;DIANTEIRA;;;;X;2900;2900
6047;11/08/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;2606;0
6064;10/08/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;2740;0
6086;10/08/2023;SIM;24847;SIM;NÃO;AGOSTO;ROMULO;LATERAL;;;;X;160;160
6019;10/08/2023;X;X;NÃO;NÃO;X;X;DIANTEIRA;;;;X;1920;0
6118;10/08/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;716;0
6012;09/08/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;2606;0
6107;09/08/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;2606;0
6087;07/08/2023;X;X;NÃO;NÃO;X;X;PNEU;;;;X;5140;0
6127;04/08/2023;SIM;26313;SIM;NÃO;AGOSTO;VASSIL;DIANTEIRA;;;;X;3700;3700
6036;02/08/2023;X;X;NÃO;NÃO;X;X;DIANTEIRA;;;;X;1655;0
6162;01/08/2023;SIM;26247;SIM;NÃO;AGOSTO;ROMULO;LATERAL;;;;X;2551,75;2551,75
6029;31/07/2023;X;X;X;NÃO;X;X;X;;;;X;115;0
6055;30/07/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;0
6023;29/07/2023;SIM;23479;SIM;NÃO;AGOSTO;ROMULO;FRONTAL;;;;X;2515,28;2515,28
6054;28/07/2023;SIM;26192;SIM;NÃO;AGOSTO;RINALDO;FRONTAL;;;;X;2443,81;2443,81
6053;27/07/2023;SIM;26243;SIM;NÃO;AGOSTO;ROMULO;FRONTAL;;;;X;225;225
6158;26/07/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;0
6069;25/07/2023;SIM;26265;SIM;NÃO;AGOSTO;VASSIL;LATERAL;;;;17:45;100;100
6039;24/07/2023;X;X;X;NÃO;X;X;X;;;;X;1009;0
6057;24/07/2023;SIM;25970;SIM;NÃO;AGOSTO;RINALDO;LATERAL;;;;X;1393,13;1393,13
6059;24/07/2023;X;X;X;NÃO;X;X;X;;;;X;260;0
6058;24/07/2023;X;X;X;NÃO;X;X;X;;;;X;92,5;0
6109;24/07/2023;SIM;25964;SIM;NÃO;AGOSTO;RINALDO;LATERAL;;;;22:00;827,5;827,5
6134;21/07/2023;SIM;26211;SIM;NÃO;AGOSTO;LUIZ;FRONTAL;;;;23:30;1820;1820
6154;21/07/2023;SIM;25144;SIM;NÃO;AGOSTO;ROMULO;TRASEIRO;;;;22:18;115;115
6119;20/07/2023;X;X;X;NÃO;X;X;X;;;;X;115;0
6168;18/07/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;0
6043;18/07/2023;X;X;X;NÃO;X;X;PNEU;;;;X;2195;0
6035;18/07/2023;SIM;25989;SIM;NÃO;AGOSTO;ROMULO;FRONTAL;;;;X;1890;1890
6096;17/07/2023;X;X;X;NÃO;X;X;X;;;;X;1087;0
6279;17/07/2023;SIM;23119;SIM;NÃO;AGOSTO;RINALDO;FRONTAL;;;;04:00;222,96;222,96
6089;17/07/2023;SIM;FREE 001;SIM;NÃO;AGOSTO;VASSIL;LATERAL;;;;08:30;1176;1176
6102;14/07/2023;X;X;X;NÃO;X;X;X;;;;X;1413;0
6169;14/07/2023;SIM;26264;SIM;NÃO;AGOSTO;VASSIL;FRONTAL;;;;06:00;1505,63;1505,63
6085;13/07/2023;X;X;X;NÃO;X;X;X;;;;X;100;0
6184;13/07/2023;X;X;X;NÃO;X;X;X;;;;X;125;0
6179;13/07/2023;SIM;26090;SIM;NÃO;AGOSTO;ROMULO;LATERAL;;;;X;115;115
6082;12/07/2023;SIM;25883;SIM;NÃO;AGOSTO;ROMULO;LATERAL;;;;13:10;62,5;62,5
6038;11/07/2023;X;X;X;NÃO;X;X;X;;;;X;998,05;0
6015;11/07/2023;X;X;X;NÃO;X;X;X;;;;X;836,7;0
6075;11/07/2023;X;X;X;NÃO;X;X;X;;;;X;115;0
6059;10/07/2023;X;X;X;NÃO;X;X;X;;;;X;95;0
6299;08/07/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;0
6017;07/07/2023;SIM;25990;SIM;NÃO;AGOSTO;ROMULO;FRONTAL;;;;22:50;3547;3547
6106;06/07/2023;X;X;X;NÃO;X;X;X;;;;X;97,5;0
6259;05/07/2023;X;X;X;NÃO;X;X;X;;;;X;2583;0
6027;05/07/2023;X;X;X;NÃO;X;X;X;;;;X;696,23;0
6249;04/07/2023;X;X;X;NÃO;X;X;X;;;;X;250;0
6058;03/07/2023;SIM;26204;SIM;NÃO;AGOSTO;ROMULO;LATERAL;;;;07:30;2810,43;2810,43
6036;03/07/2023;;;X;NÃO;X;X;X;;;;X;826;0
6073;30/06/2023;SIM;22863;SIM;NÃO;JUNHO;ROMULO;LATERAL;;;;11:50;140;140
6096;29/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;132,5;0
6078;29/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;145;0
6068;27/06/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;145;0
6048;25/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;330;0
6059;25/06/2023;SIM;26254;SIM;NÃO;JUNHO;VASSIL;FRONTAL;;;;06:00;55;55
6147;25/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;2881,42;0
6076;23/06/2023;SIM;26179;SIM;NÃO;JUNHO;LUIZ;LATERAL;;;;23:30;270;270
6199;23/06/2023;X;X;X;NÃO;X;X;PNEU;;;;X;5597;
6092;22/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;270;0
6024;21/06/2023;SIM;26221;SIM;NÃO;JUNHO;ROMULO;TRASEIRO;;;;06:15;135;135
6158;21/06/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;95;0
6115;21/06/2023;SIM;26247;SIM;SIM;JUNHO;ROMULO;FRONTAL;;;;00:07;7193,11;7193,11
6139;21/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;726;0
6156;20/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;277,5;0
6074;20/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;710,39;0
6043;20/06/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;4050;0
6159;18/06/2023;SIM;25423;SIM;SIM;JUNHO;VASSIL;FRONTAL;;;;20:00;55;55
6136;16/06/2023;X;X;X;NÃO;X;X;PNEU;;;;X;2740;0
6159;15/06/2023;SIM;25866;SIM;NÃO;JUNHO;VASSIL;FRONTAL;;;;02:30;110;110
6189;15/06/2023;SIM;26220;SIM;SIM;JUNHO;LUIZ;PNEU;;;;20:15;1245;1245
6058;15/06/2023;SIM;26260;SIM;SIM;JUNHO;RINALDO;FRONTAL;;;;00:55;3485;3485
6076;13/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;183;0
6054;12/06/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;80;0
6114;12/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;190;0
6048;12/06/2023;X;X;X;NÃO;X;X;TRASEIRO;;;;X;132,5;0
6048;10/06/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6033;10/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;936,24;0
6063;09/06/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;62,5;0
6029;05/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;624;0
6147;05/06/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;700;0
6027;04/06/2023;X;X;X;NÃO;X;X;PNEU;;;;X;4087;
6029;03/06/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;87,5;0
6059;02/06/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6204;01/06/2023;X;X;X;NÃO;X;X;TRASEIRO;;;;X;97,5;0
6029;01/06/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;2857;0
6209;01/06/2023;X;X;X;NÃO;X;X;PNEU;;;;X;4087;
6126;29/05/2023;SIM;26246;SIM;SIM;JUNHO;ROMULO;LATERAL;;;;X;190;190
6112;29/05/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;82,5;0
6234;29/05/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;55;0
6119;29/05/2023;SIM;26036;SIM;SIM;JUNHO;VASSIL;TRASEIRO;;;;07:00;107,5;107,5
6208;28/05/2023;NÃO;X;X;NÃO;X;X;PNEU;;;;X;1245;0
6145;27/05/2023;SIM;25748;SIM;SIM;JUNHO;ROMULO;LATERAL;;;;16:10;2357,25;2357,25
6106;26/05/2023;NÃO;X;X;NÃO;X;X;FRONTAL;;;;X;87,5;0
6017;26/05/2023;SIM;22487;SIM;SIM;MAIO;RINALDO;FRONTAL;;;;03:09;6888,47;6303,47
6049;24/05/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;648;0
6096;24/05/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;824;0
6146;23/05/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;1039;0
6239;21/05/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6099;18/05/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6037;17/05/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;3056;0
6149;17/05/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;4836;0
6179;17/05/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;3796;0
6148;17/05/2023;X;X;X;NÃO;X;X;PNEU;;;;X;3928;
6097;17/05/2023;X;X;X;NÃO;X;X;TETO;;;;X;1219,47;0
6069;15/05/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;796,93;0
6059;15/05/2023;SIM;26069;SIM;SIM;MAIO;VASSIL;LATERAL;;;;06:20;340;340
6159;15/05/2023;SIM;26224;SIM;SIM;MAIO;VASSIL;FRONTAL;;;;20:00;65;65
6189;14/05/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;1730,84;0
6056;14/05/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6049;14/05/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;2330;0
6013;13/05/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;65;0
6097;13/05/2023;SIM;26227;SIM;SIM;JUNHO;RINALDO;PNEU;;;;16:30;2865;2865
6219;12/05/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;240;0
CEL. 211;11/05/2023;SIM;25999;SIM;SIM;MAIO;ROMULO;CELULAR;;;;X;200;200
6209;09/05/2023;SIM;26252;SIM;SIM;MAIO;VASSIL;LATERAL;;;;02:40;195;195
6043;08/05/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;639;0
6179;08/05/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;100;0
6134;08/05/2023;NÃO;X;NÃO;NÃO;X;X;TRASEIRO;;;;X;235;0
6139;08/05/2023;SIM;25869;SIM;SIM;MAIO;VASSIL;FRONTAL;;;;11:00;95;95
6244;07/05/2023;SIM;25144;SIM;SIM;MAIO;ROMULO;FRONTAL/LATERAL;;;;17:50;1400;1400
6049;07/05/2023;SIM;26255;SIM;SIM;MAIO;VASSIL;FRONTAL;;;;04:30;105;105
6045;06/05/2023;SIM;18805;SIM;SIM;MAIO;ROMULO;LATERAL;;;;X;145,5;145,5
6229;04/05/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;55;0
6119;04/05/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;90;0
6016;04/05/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;785;0
6096;02/05/2023;X;X;X;NÃO;X;X;FRONTAL;;;;X;105;0
6037;01/05/2023;SIM;25603;SIM;SIM;MAIO;ROMULO;FRONTAL;;;;03:00;130;130
6199;01/05/2023;SIM;25922;SIM;SIM;MAIO;ROMULO;FRONTAL/LATERAL;;;;X;1220;1220
6229;30/04/2023;NÃO;X;X;NÃO;X;X;PNEU;;;;X;1245;
6209;30/04/2023;SIM;26016;SIM;SIM;MAIO;ROMULO;LATERAL;;;;22:50;1293,97;1293,97
6066;29/04/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;130;0
6018;28/04/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;195;0
6154;27/04/2023;NÃO;X;X;NÃO;X;X;PNEU;;;;X;1245;
6134;27/04/2023;X;X;X;NÃO;X;X;TRASEIRO;;;;X;105;0
6046;27/04/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;2900;0
6026;25/04/2023;SIM;26060;SIM;SIM;ABRIL;ROMULO;FRONTAL;;;;X;140;140
6231;25/04/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;1645;0
6014;24/04/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;370;0
6156;22/04/2023;NÃO;X;X;NÃO;X;X;PNEU;;;;X;1245;
6179;22/04/2023;NÃO;X;X;NÃO;X;X;PNEU;;;;X;1245;
6029;21/04/2023;NÃO;X;X;NÃO;X;X;PNEU;;;;X;1245;
6127;19/04/2023;SIM;26097;SIM;SIM;ABRIL;RINALDO;FRONTAL;;;;X;105;105
6115;19/04/2023;SIM;26228;SIM;SIM;ABRIL;ROMULO;FRONTAL;;;;20:50;1090;1090
6099;19/04/2023;SIM;26238;SIM;SIM;MAIO;VASSIL;FRONTAL;;;;12:00;165;165
6116;18/04/2023;SIM;23983;SIM;SIM;ABRIL;RINALDO;LATERAL;;;;X;1006,5;1006,5
6125;16/04/2023;X;X;X;NÃO;X;X;FRONTAL/LATERAL;;;;X;130;0
6209;15/04/2023;NÃO;X;NÃO;NÃO;X;X;TETO;;;;X;60;0
6224;15/04/2023;SIM;26209;SIM;SIM;ABRIL;ROMULO;FRONTAL;;;;X;112,5;112,5
6188;15/04/2023;SIM;23983;SIM;SIM;ABRIL;RINALDO;FRONTAL/LATERAL;;;;23:00;1822,4;1822,4
6178;14/04/2023;SIM;26010;NÃO;NÃO;ABRIL;ROMULO;TETO;;;;X;160;160
6037;14/04/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;92,5;0
6154;13/04/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6069;13/04/2023;X;X;X;NÃO;X;X;PNEU;;;;X;1245;
6029;12/04/2023;SIM;26207;SIM;SIM;MAIO;VASSIL;FRONTAL;;;;15:15;80;80
6025;11/04/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL/LATERAL;;;;X;145;0
6279;11/04/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;190;0
6134;10/04/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;10,96;0
6172;10/04/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;140;0
6095;09/04/2023;SIM;25628;SIM;SIM;ABRIL;LUIZ;LATERAL;;;;X;205;205
6231;07/04/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;60;0
6248;07/04/2023;X;X;X;NÃO;X;X;TETO;;;;X;630;0
6248;07/04/2023;SIM;18805;SIM;SIM;ABRIL;ROMULO;FRONTAL/LATERAL;;;;X;2015;2015
6142;06/04/2023;NÃO;X;NÃO;NÃO;X;X;FRONTAL;;;;X;45;0
6032;06/04/2023;SIM;26180;SIM;SIM;ABRIL;ROMULO;FRONTAL;;;;X;145;145
6219;06/04/2023;X;X;X;NÃO;X;X;LATERAL;;;;X;1765,96;0
6037;06/04/2023;SIM;25970;SIM;SIM;ABRIL;RINALDO;LATERAL;;;;X;331,15;331,15
6078;06/04/2023;NÃO;X;NÃO;NÃO;X;X;LATERAL;;;;X;115;0
